ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey
31655	Hµo HiÖp Trang	0;101;30283;1	2	3	18		1	31134		
31656	Hµo HiÖp Trang	0;101;30284;1	2	4	18		1	31134		
31657	Hµo HiÖp Trang	0;101;30285;1	1	1	20		1	31134		
31658	Hµo HiÖp Trang	0;101;30286;1	1	2	20		1	31134		
31659	Hµo HiÖp Trang	0;101;30287;1	2	3	20		1	31134		
31660	Hµo HiÖp Trang	0;101;30288;1	2	4	20		1	31134		
31661	Hµo HiÖp Trang	0;101;30289;1	1	1	21		1	31134		
31662	Hµo HiÖp Trang	0;101;30290;1	1	2	21		1	31134		
31663	Hµo HiÖp Trang	0;101;30291;1	2	3	21		1	31134		
31664	Hµo HiÖp Trang	0;101;30292;1	2	4	21		1	31134		
31665	Hµo HiÖp Trang	0;101;30293;1	1	1	23		1	31134		
31666	Hµo HiÖp Trang	0;101;30294;1	1	2	23		1	31134		
31667	Hµo HiÖp Trang	0;101;30307;1	2	3	29		1	31134		
31668	Hµo HiÖp Trang	0;101;30308;1	2	4	29		1	31134		
31669	Hµo HiÖp Trang	0;101;30309;1	2	3	30		1	31134		
31670	Hµo HiÖp Trang	0;101;30310;1	2	4	30		1	31134		
31671	Hµo HiÖp §ao	0;3;30224;1	1	1	2		1	31131		
31672	Hµo HiÖp §ao	0;3;30225;1	1	2	2		1	31131		
31673	Hµo HiÖp Tr­îng	0;8;30226;1	1	1	3		1	31131		
31674	Hµo HiÖp Tr­îng	0;8;30227;1	1	2	3		1	31131		
31675	Hµo HiÖp Thñ	0;0;30228;1	1	1	4		1	31131		
31676	Hµo HiÖp Thñ	0;0;30229;1	1	2	4		1	31131		
31677	Hµo HiÖp Ch©m	0;1;30230;1	1	1	6		1	31131		
31678	Hµo HiÖp Ch©m	0;1;30231;1	1	2	6		1	31131		
31679	Hµo HiÖp Ch©m	0;1;30232;1	2	3	6		1	31131		
31680	Hµo HiÖp Ch©m	0;1;30233;1	2	4	6		1	31131		
31681	Hµo HiÖp KiÕm	0;2;30234;1	2	3	8		1	31131		
31682	Hµo HiÖp KiÕm	0;2;30235;1	2	4	8		1	31131		
31683	Hµo HiÖp CÇm	0;10;30236;1	2	3	9		1	31131		
31684	Hµo HiÖp CÇm	0;10;30237;1	2	4	9		1	31131		
31685	Hµo HiÖp Thñ	0;0;30238;1	1	1	11		1	31131		
31686	Hµo HiÖp Thñ	0;0;30239;1	1	2	11		1	31131		
31687	Hµo HiÖp Thñ	0;0;30240;1	2	3	11		1	31131		
31688	Hµo HiÖp Thñ	0;0;30241;1	2	4	11		1	31131		
31689	Hµo HiÖp C«n	0;5;30242;1	1	1	12		1	31131		
31690	Hµo HiÖp C«n	0;5;30243;1	1	2	12		1	31131		
31691	Hµo HiÖp C«n	0;5;30244;1	2	3	12		1	31131		
31692	Hµo HiÖp C«n	0;5;30245;1	2	4	12		1	31131		
31693	Hµo HiÖp KiÕm	0;2;30246;1	1	1	14		1	31131		
31694	Hµo HiÖp KiÕm	0;2;30247;1	1	2	14		1	31131		
31695	Hµo HiÖp KiÕm	0;2;30248;1	2	3	14		1	31131		
31696	Hµo HiÖp KiÕm	0;2;30249;1	2	4	14		1	31131		
31697	Hµo HiÖp Bót	0;9;30250;1	1	1	15		1	31131		
31698	Hµo HiÖp Bót	0;9;30251;1	1	2	15		1	31131		
31699	Hµo HiÖp Bót	0;9;30252;1	2	3	15		1	31131		
31700	Hµo HiÖp Bót	0;9;30253;1	2	4	15		1	31131		
31701	Hµo HiÖp Th­¬ng	0;6;30254;1	1	1	17		1	31131		
31702	Hµo HiÖp Th­¬ng	0;6;30255;1	1	2	17		1	31131		
31703	Hµo HiÖp Th­¬ng	0;6;30256;1	2	3	17		1	31131		
31704	Hµo HiÖp Th­¬ng	0;6;30257;1	2	4	17		1	31131		
31705	Hµo HiÖp Cung	0;4;30258;1	1	1	18		1	31131		
31706	Hµo HiÖp Cung	0;4;30259;1	1	2	18		1	31131		
31707	Hµo HiÖp Cung	0;4;30260;1	2	3	18		1	31131		
31708	Hµo HiÖp Cung	0;4;30261;1	2	4	18		1	31131		
31709	Hµo HiÖp §ao	0;7;30262;1	1	1	20		1	31131		
31710	Hµo HiÖp §ao	0;7;30263;1	1	2	20		1	31131		
31711	Hµo HiÖp §ao	0;7;30264;1	2	3	20		1	31131		
31712	Hµo HiÖp §ao	0;7;30265;1	2	4	20		1	31131		
31713	Hµo HiÖp Tr¶o	0;11;30266;1	1	1	21		1	31131		
31714	Hµo HiÖp Tr¶o	0;11;30267;1	1	2	21		1	31131		
31715	Hµo HiÖp Tr¶o	0;11;30268;1	2	3	21		1	31131		
31716	Hµo HiÖp Tr¶o	0;11;30269;1	2	4	21		1	31131		
31717	Hµo HiÖp KiÕm	0;2;30270;1	1	1	23		1	31131		
31718	Hµo HiÖp KiÕm	0;2;30271;1	1	2	23		1	31131		
31719	Hµo HiÖp PhiÕn	0;13;30284;1	2	3	29		1	31131		
31720	Hµo HiÖp PhiÕn	0;13;30285;1	2	4	29		1	31131		
31721	Hµo HiÖp §Þch	0;12;30286;1	2	3	30		1	31131		
31722	Hµo HiÖp §Þch	0;12;30287;1	2	4	30		1	31131		
31723	Linh th¹ch	2;1;30680;1						31137		
31724	Linh Ngäc	2;1;30682;1						31138		
31725	Kh¾c b¶n	2;1;30373;1						31139		
31726	Hu©n ch­¬ng dòng sÜ	2;1;30498;2						31140		
31727	HuyÕtTrÝchTh¹ch Lv1	2;22;101;1						31141		
31728	NguyÖtB¹chTh¹ch Lv1	2;22;201;1						31141		
31729	Hæ Ph¸ch Th¹ch CÊp 1	2;22;301;1						31141		
31730	H¾c DiÖu Th¹ch CÊp 1	2;22;401;1						31141		
31731	HuyÕtTrÝchTh¹ch Lv1	2;22;101;1				3261;100		31351		
31732	NguyÖtB¹chTh¹ch Lv1	2;22;201;1				3262;100		31351		
31733	Hæ Ph¸ch Th¹ch CÊp 1	2;22;301;1				3263;100		31351		
31734	H¾c DiÖu Th¹ch CÊp 1	2;22;401;1				3264;100		31351		
31735	ChiÕn Cuång B¨ng Thiªn §ao	0;3;30143;1	1	1	2		1	30000;30698;31142		
31736	ChiÕn Cuång B¨ng Thiªn §ao	0;3;30144;1	1	2	2		1	30000;30698;31143		
31737	ChiÕn Cuång ThiÒn §Þnh Tr­îng	0;8;30147;1	1	1	3		1	30000;30698;31144		
31738	ChiÕn Cuång ThiÒn §Þnh Tr­îng	0;8;30148;1	1	2	3		1	30000;30698;31145		
31739	ChiÕn Cuång Th¸nh ChiÕn Thñ	0;0;30145;1	1	1	4		1	30000;30698;31146		
31740	ChiÕn Cuång Th¸nh ChiÕn Thñ	0;0;30146;1	1	2	4		1	30000;30698;31147		
31741	ChiÕn Cuång §o¹t Hån Ch©m	0;1;30149;1	1	1	6		1	30000;30698;31148		
31742	ChiÕn Cuång §o¹t Hån Ch©m	0;1;30150;1	1	2	6		1	30000;30698;31149		
31743	ChiÕn Cuång §o¹t Hån Ch©m	0;1;30151;1	2	3	6		1	30000;30698;31150		
31744	ChiÕn Cuång §o¹t Hån Ch©m	0;1;30152;1	2	4	6		1	30000;30698;31151		
31745	ChiÕn Cuång PhËt Quang KiÕm	0;2;30153;1	2	3	8		1	30000;30698;31152		
31746	ChiÕn Cuång PhËt Quang KiÕm	0;2;30154;1	2	4	8		1	30000;30698;31153		
31747	ChiÕn Cuång Hé Bang CÇm	0;10;30155;1	2	3	9		1	30000;30698;31154		
31748	ChiÕn Cuång Hé Bang CÇm	0;10;30156;1	2	4	9		1	30000;30698;31155		
31749	ChiÕn Cuång Trõng ¸c Thñ	0;0;30157;1	1	1	11		1	30000;30698;31156		
31750	ChiÕn Cuång Trõng ¸c Thñ	0;0;30158;1	1	2	11		1	30000;30698;31157		
31751	ChiÕn Cuång Trõng ¸c Thñ	0;0;30159;1	2	3	11		1	30000;30698;31158		
31752	ChiÕn Cuång Trõng ¸c Thñ	0;0;30160;1	2	4	11		1	30000;30698;31159		
31753	ChiÕn Cuång V« Cùc C«n	0;5;30161;1	1	1	12		1	30000;30698;31160		
31754	ChiÕn Cuång V« Cùc C«n	0;5;30162;1	1	2	12		1	30000;30698;31161		
31755	ChiÕn Cuång V« Cùc C«n	0;5;30163;1	2	3	12		1	30000;30698;31162		
31756	ChiÕn Cuång V« Cùc C«n	0;5;30164;1	2	4	12		1	30000;30698;31163		
31757	ChiÕn Cuång Khu Ma KiÕm	0;2;30165;1	1	1	14		1	30000;30698;31164		
31758	ChiÕn Cuång Khu Ma KiÕm	0;2;30166;1	1	2	14		1	30000;30698;31165		
31759	ChiÕn Cuång Khu Ma KiÕm	0;2;30167;1	2	3	14		1	30000;30698;31166		
31760	ChiÕn Cuång Khu Ma KiÕm	0;2;30168;1	2	4	14		1	30000;30698;31167		
31761	ChiÕn Cuång Th­¬ng Khung Bót	0;9;30169;1	1	1	15		1	30000;30698;31168		
31762	ChiÕn Cuång Th­¬ng Khung Bót	0;9;30170;1	1	2	15		1	30000;30698;31169		
31763	ChiÕn Cuång Th­¬ng Khung Bót	0;9;30171;1	2	3	15		1	30000;30698;31170		
31764	ChiÕn Cuång Th­¬ng Khung Bót	0;9;30172;1	2	4	15		1	30000;30698;31171		
31765	ChiÕn Cuång ThÇn KÝch Th­¬ng	0;6;30173;1	1	1	17		1	30000;30698;31172		
31766	ChiÕn Cuång ThÇn KÝch Th­¬ng	0;6;30174;1	1	2	17		1	30000;30698;31173		
31767	ChiÕn Cuång ThÇn KÝch Th­¬ng	0;6;30175;1	2	3	17		1	30000;30698;31174		
31768	ChiÕn Cuång ThÇn KÝch Th­¬ng	0;6;30176;1	2	4	17		1	30000;30698;31175		
31769	ChiÕn Cuång Xung Thiªn Cung	0;4;30177;1	1	1	18		1	30000;30698;31176		
31770	ChiÕn Cuång Xung Thiªn Cung	0;4;30178;1	1	2	18		1	30000;30698;31177		
31771	ChiÕn Cuång Xung Thiªn Cung	0;4;30179;1	2	3	18		1	30000;30698;31178		
31772	ChiÕn Cuång Xung Thiªn Cung	0;4;30180;1	2	4	18		1	30000;30698;31179		
31773	ChiÕn Cuång LuyÖn Ngôc §ao	0;7;30181;1	1	1	20		1	30000;30698;31180		
31774	ChiÕn Cuång LuyÖn Ngôc §ao	0;7;30182;1	1	2	20		1	30000;30698;31181		
31775	ChiÕn Cuång LuyÖn Ngôc §ao	0;7;30183;1	2	3	20		1	30000;30698;31182		
31776	ChiÕn Cuång LuyÖn Ngôc §ao	0;7;30184;1	2	4	20		1	30000;30698;31183		
31777	ChiÕn Cuång NhiÕp Hån Tr¶o	0;11;30185;1	1	1	21		1	30000;30698;31184		
31778	ChiÕn Cuång NhiÕp Hån Tr¶o	0;11;30186;1	1	2	21		1	30000;30698;31185		
31779	ChiÕn Cuång NhiÕp Hån Tr¶o	0;11;30187;1	2	3	21		1	30000;30698;31186		
31780	ChiÕn Cuång NhiÕp Hån Tr¶o	0;11;30188;1	2	4	21		1	30000;30698;31187		
31781	ChiÕn Cuång Thiªn Ph¹t KiÕm	0;2;30189;1	1	1	23		1	30000;30698;31188		
31782	ChiÕn Cuång Thiªn Ph¹t KiÕm	0;2;30190;1	1	2	23		1	30000;30698;31189		
31783	ChiÕn Cuång Phong Linh PhiÕn	0;13;30203;1	2	3	29		1	30000;30698;31190		
31784	ChiÕn Cuång Phong Linh PhiÕn	0;13;30204;1	2	4	29		1	30000;30698;31191		
31785	ChiÕn Cuång Kh«ng Minh §Þch	0;12;30205;1	2	3	30		1	30000;30698;31192		
31786	ChiÕn Cuång Kh«ng Minh §Þch	0;12;30206;1	2	4	30		1	30000;30698;31193		
31787	ChiÕn Cuång Thiªn §Þa M¹o	0;103;30143;1	1	1	2		1	30000;31350;31194		
31788	ChiÕn Cuång Thiªn §Þa M¹o	0;103;30144;1	1	2	2		1	30000;31350;31195		
31789	ChiÕn Cuång Thiªn T«n M¹o	0;103;30145;1	1	1	4		1	30000;31350;31196		
31790	ChiÕn Cuång Thiªn T«n M¹o	0;103;30146;1	1	2	4		1	30000;31350;31197		
31791	ChiÕn Cuång Phæ TÕ M¹o	0;103;30147;1	1	1	3		1	30000;31350;31198		
31792	ChiÕn Cuång Phæ TÕ M¹o	0;103;30148;1	1	2	3		1	30000;31350;31199		
31793	ChiÕn Cuång TuyÖt MÖnh Qu¸n	0;103;30149;1	1	1	6		1	30000;31350;31200		
31794	ChiÕn Cuång TuyÖt MÖnh Qu¸n	0;103;30150;1	1	2	6		1	30000;31350;31201		
31795	ChiÕn Cuång TuyÖt MÖnh Qu¸n	0;103;30151;1	2	3	6		1	30000;31350;31202		
31796	ChiÕn Cuång TuyÖt MÖnh Qu¸n	0;103;30152;1	2	4	6		1	30000;31350;31203		
31797	ChiÕn Cuång Bå T¸t Tr©m	0;103;30153;1	2	3	8		1	30000;31350;31204		
31798	ChiÕn Cuång Bå T¸t Tr©m	0;103;30154;1	2	4	8		1	30000;31350;31205		
31799	ChiÕn Cuång L­u Thñy Tr©m	0;103;30155;1	2	3	9		1	30000;31350;31206		
31800	ChiÕn Cuång L­u Thñy Tr©m	0;103;30156;1	2	4	9		1	30000;31350;31207		
31801	ChiÕn Cuång ThÇn Du C©n	0;103;30157;1	1	1	11		1	30000;31350;31208		
31802	ChiÕn Cuång ThÇn Du C©n	0;103;30158;1	1	2	11		1	30000;31350;31209		
31803	ChiÕn Cuång ThÇn Du C©n	0;103;30159;1	2	3	11		1	30000;31350;31210		
31804	ChiÕn Cuång ThÇn Du C©n	0;103;30160;1	2	4	11		1	30000;31350;31211		
31805	ChiÕn Cuång Tiªu Dao C©n	0;103;30161;1	1	1	12		1	30000;31350;31212		
31806	ChiÕn Cuång Tiªu Dao C©n	0;103;30162;1	1	2	12		1	30000;31350;31213		
31807	ChiÕn Cuång Tiªu Dao C©n	0;103;30163;1	2	3	12		1	30000;31350;31214		
31808	ChiÕn Cuång Tiªu Dao C©n	0;103;30164;1	2	4	12		1	30000;31350;31215		
31809	ChiÕn Cuång V« Vi Qu¸n	0;103;30165;1	1	1	14		1	30000;31350;31216		
31810	ChiÕn Cuång V« Vi Qu¸n	0;103;30166;1	1	2	14		1	30000;31350;31217		
31811	ChiÕn Cuång V« Vi Qu¸n	0;103;30167;1	2	3	14		1	30000;31350;31218		
31812	ChiÕn Cuång V« Vi Qu¸n	0;103;30168;1	2	4	14		1	30000;31350;31219		
31813	ChiÕn Cuång Cµn Kh«n Qu¸n	0;103;30169;1	1	1	15		1	30000;31350;31220		
31814	ChiÕn Cuång Cµn Kh«n Qu¸n	0;103;30170;1	1	2	15		1	30000;31350;31221		
31815	ChiÕn Cuång Cµn Kh«n Qu¸n	0;103;30171;1	2	3	15		1	30000;31350;31222		
31816	ChiÕn Cuång Cµn Kh«n Qu¸n	0;103;30172;1	2	4	15		1	30000;31350;31223		
31817	ChiÕn Cuång Thiªn Tinh  Kh«i	0;103;30173;1	1	1	17		1	30000;31350;31224		
31818	ChiÕn Cuång Thiªn Tinh  Kh«i	0;103;30174;1	1	2	17		1	30000;31350;31225		
31819	ChiÕn Cuång Thiªn Tinh  Kh«i	0;103;30175;1	2	3	17		1	30000;31350;31226		
31820	ChiÕn Cuång Thiªn Tinh  Kh«i	0;103;30176;1	2	4	17		1	30000;31350;31227		
31821	ChiÕn Cuång Xuyªn V©n Kh«i	0;103;30177;1	1	1	18		1	30000;31350;31228		
31822	ChiÕn Cuång Xuyªn V©n Kh«i	0;103;30178;1	1	2	18		1	30000;31350;31229		
31823	ChiÕn Cuång Xuyªn V©n Kh«i	0;103;30179;1	2	3	18		1	30000;31350;31230		
31824	ChiÕn Cuång Xuyªn V©n Kh«i	0;103;30180;1	2	4	18		1	30000;31350;31231		
31825	ChiÕn Cuång Minh T«n C©n	0;103;30181;1	1	1	20		1	30000;31350;31232		
31826	ChiÕn Cuång Minh T«n C©n	0;103;30182;1	1	2	20		1	30000;31350;31233		
31827	ChiÕn Cuång Minh T«n C©n	0;103;30183;1	2	3	20		1	30000;31350;31234		
31828	ChiÕn Cuång Minh T«n C©n	0;103;30184;1	2	4	20		1	30000;31350;31235		
31829	ChiÕn Cuång Cæ T©m C©n	0;103;30185;1	1	1	21		1	30000;31350;31236		
31830	ChiÕn Cuång Cæ T©m C©n	0;103;30186;1	1	2	21		1	30000;31350;31237		
31831	ChiÕn Cuång Cæ T©m C©n	0;103;30187;1	2	3	21		1	30000;31350;31238		
31832	ChiÕn Cuång Cæ T©m C©n	0;103;30188;1	2	4	21		1	30000;31350;31239		
31833	ChiÕn Cuång Phong L«i Qu¸n	0;103;30189;1	1	1	23		1	30000;31350;31240		
31834	ChiÕn Cuång Phong L«i Qu¸n	0;103;30190;1	1	2	23		1	30000;31350;31241		
31835	ChiÕn Cuång Th¸nh N÷  Tr©m	0;103;30203;1	2	3	29		1	30000;31350;31242		
31836	ChiÕn Cuång Th¸nh N÷  Tr©m	0;103;30204;1	2	4	29		1	30000;31350;31243		
31837	ChiÕn Cuång Th¸nh Linh Tr©m	0;103;30205;1	2	3	30		1	30000;31350;31244		
31838	ChiÕn Cuång Th¸nh Linh Tr©m	0;103;30206;1	2	4	30		1	30000;31350;31245		
31839	ChiÕn Cuång Thiªn §Þa Bµo	0;100;30143;1	1	1	2		1	30000;31350;31246		
31840	ChiÕn Cuång Thiªn §Þa Bµo	0;100;30144;1	1	2	2		1	30000;31350;31247		
31841	ChiÕn Cuång Thiªn T«n Bµo	0;100;30145;1	1	1	4		1	30000;31350;31248		
31842	ChiÕn Cuång Thiªn T«n Bµo	0;100;30146;1	1	2	4		1	30000;31350;31249		
31843	ChiÕn Cuång Phæ TÕ Bµo	0;100;30147;1	1	1	3		1	30000;31350;31250		
31844	ChiÕn Cuång Phæ TÕ Bµo	0;100;30148;1	1	2	3		1	30000;31350;31251		
31845	ChiÕn Cuång TuyÖt MÖnh Y	0;100;30149;1	1	1	6		1	30000;31350;31252		
31846	ChiÕn Cuång TuyÖt MÖnh Y	0;100;30150;1	1	2	6		1	30000;31350;31253		
31847	ChiÕn Cuång TuyÖt MÖnh Y	0;100;30151;1	2	3	6		1	30000;31350;31254		
31848	ChiÕn Cuång TuyÖt MÖnh Y	0;100;30152;1	2	4	6		1	30000;31350;31255		
31849	ChiÕn Cuång Bå T¸t Y	0;100;30153;1	2	3	8		1	30000;31350;31256		
31850	ChiÕn Cuång Bå T¸t Y	0;100;30154;1	2	4	8		1	30000;31350;31257		
31851	ChiÕn Cuång L­u ThñyY	0;100;30155;1	2	3	9		1	30000;31350;31258		
31852	ChiÕn Cuång L­u ThñyY	0;100;30156;1	2	4	9		1	30000;31350;31259		
31853	ChiÕn Cuång ThÇn Du Y	0;100;30157;1	1	1	11		1	30000;31350;31260		
31854	ChiÕn Cuång ThÇn Du Y	0;100;30158;1	1	2	11		1	30000;31350;31261		
31855	ChiÕn Cuång ThÇn Du Y	0;100;30159;1	2	3	11		1	30000;31350;31262		
31856	ChiÕn Cuång ThÇn Du Y	0;100;30160;1	2	4	11		1	30000;31350;31263		
31857	ChiÕn Cuång Tiªu Dao Y	0;100;30161;1	1	1	12		1	30000;31350;31264		
31858	ChiÕn Cuång Tiªu Dao Y	0;100;30162;1	1	2	12		1	30000;31350;31265		
31859	ChiÕn Cuång Tiªu Dao Y	0;100;30163;1	2	3	12		1	30000;31350;31266		
31860	ChiÕn Cuång Tiªu Dao Y	0;100;30164;1	2	4	12		1	30000;31350;31267		
31861	ChiÕn Cuång V« Vi Bµo	0;100;30165;1	1	1	14		1	30000;31350;31268		
31862	ChiÕn Cuång V« Vi Bµo	0;100;30166;1	1	2	14		1	30000;31350;31269		
31863	ChiÕn Cuång V« Vi Bµo	0;100;30167;1	2	3	14		1	30000;31350;31270		
31864	ChiÕn Cuång V« Vi Bµo	0;100;30168;1	2	4	14		1	30000;31350;31271		
31865	ChiÕn Cuång Cµn Kh«n Bµo	0;100;30169;1	1	1	15		1	30000;31350;31272		
31866	ChiÕn Cuång Cµn Kh«n Bµo	0;100;30170;1	1	2	15		1	30000;31350;31273		
31867	ChiÕn Cuång Cµn Kh«n Bµo	0;100;30171;1	2	3	15		1	30000;31350;31274		
31868	ChiÕn Cuång Cµn Kh«n Bµo	0;100;30172;1	2	4	15		1	30000;31350;31275		
31869	ChiÕn Cuång Thiªn Tinh  Gi¸p	0;100;30173;1	1	1	17		1	30000;31350;31276		
31870	ChiÕn Cuång Thiªn Tinh  Gi¸p	0;100;30174;1	1	2	17		1	30000;31350;31277		
31871	ChiÕn Cuång Thiªn Tinh  Gi¸p	0;100;30175;1	2	3	17		1	30000;31350;31278		
31872	ChiÕn Cuång Thiªn Tinh  Gi¸p	0;100;30176;1	2	4	17		1	30000;31350;31279		
31873	ChiÕn Cuång Xuyªn V©n Gi¸p	0;100;30177;1	1	1	18		1	30000;31350;31280		
31874	ChiÕn Cuång Xuyªn V©n Gi¸p	0;100;30178;1	1	2	18		1	30000;31350;31281		
31875	ChiÕn Cuång Xuyªn V©n Gi¸p	0;100;30179;1	2	3	18		1	30000;31350;31282		
31876	ChiÕn Cuång Xuyªn V©n Gi¸p	0;100;30180;1	2	4	18		1	30000;31350;31283		
31877	ChiÕn Cuång Minh T«n Y	0;100;30181;1	1	1	20		1	30000;31350;31284		
31878	ChiÕn Cuång Minh T«n Y	0;100;30182;1	1	2	20		1	30000;31350;31285		
31879	ChiÕn Cuång Minh T«n Y	0;100;30183;1	2	3	20		1	30000;31350;31286		
31880	ChiÕn Cuång Minh T«n Y	0;100;30184;1	2	4	20		1	30000;31350;31287		
31881	ChiÕn Cuång Cæ T©m Y	0;100;30185;1	1	1	21		1	30000;31350;31288		
31882	ChiÕn Cuång Cæ T©m Y	0;100;30186;1	1	2	21		1	30000;31350;31289		
31883	ChiÕn Cuång Cæ T©m Y	0;100;30187;1	2	3	21		1	30000;31350;31290		
31884	ChiÕn Cuång Cæ T©m Y	0;100;30188;1	2	4	21		1	30000;31350;31291		
31885	ChiÕn Cuång Phong L«i Bµo	0;100;30189;1	1	1	23		1	30000;31350;31292		
31886	ChiÕn Cuång Phong L«i Bµo	0;100;30190;1	1	2	23		1	30000;31350;31293		
31887	ChiÕn Cuång Th¸nh N÷  Y	0;100;30203;1	2	3	29		1	30000;31350;31294		
31888	ChiÕn Cuång Th¸nh N÷  Y	0;100;30204;1	2	4	29		1	30000;31350;31295		
31889	ChiÕn Cuång Th¸nh Linh Y	0;100;30205;1	2	3	30		1	30000;31350;31296		
31890	ChiÕn Cuång Th¸nh Linh Y	0;100;30206;1	2	4	30		1	30000;31350;31297		
31891	ChiÕn Cuång Thiªn §Þa Trang	0;101;30143;1	1	1	2		1	30000;31350;31298		
31892	ChiÕn Cuång Thiªn §Þa Trang	0;101;30144;1	1	2	2		1	30000;31350;31299		
31893	ChiÕn Cuång Thiªn T«n Trang	0;101;30145;1	1	1	4		1	30000;31350;31300		
31894	ChiÕn Cuång Thiªn T«n Trang	0;101;30146;1	1	2	4		1	30000;31350;31301		
31895	ChiÕn Cuång Phæ TÕ Trang	0;101;30147;1	1	1	3		1	30000;31350;31302		
31896	ChiÕn Cuång Phæ TÕ Trang	0;101;30148;1	1	2	3		1	30000;31350;31303		
31897	ChiÕn Cuång TuyÖt MÖnh Trang	0;101;30149;1	1	1	6		1	30000;31350;31304		
31898	ChiÕn Cuång TuyÖt MÖnh Trang	0;101;30150;1	1	2	6		1	30000;31350;31305		
31899	ChiÕn Cuång TuyÖt MÖnh Trang	0;101;30151;1	2	3	6		1	30000;31350;31306		
31900	ChiÕn Cuång TuyÖt MÖnh Trang	0;101;30152;1	2	4	6		1	30000;31350;31307		
31901	ChiÕn Cuång Bå T¸t Khè	0;101;30153;1	2	3	8		1	30000;31350;31308		
31902	ChiÕn Cuång Bå T¸t Khè	0;101;30154;1	2	4	8		1	30000;31350;31309		
31903	ChiÕn Cuång L­u ThñyKhè	0;101;30155;1	2	3	9		1	30000;31350;31310		
31904	ChiÕn Cuång L­u ThñyKhè	0;101;30156;1	2	4	9		1	30000;31350;31311		
31905	ChiÕn Cuång ThÇn Du Trang	0;101;30157;1	1	1	11		1	30000;31350;31312		
31906	ChiÕn Cuång ThÇn Du Trang	0;101;30158;1	1	2	11		1	30000;31350;31313		
31907	ChiÕn Cuång ThÇn Du Trang	0;101;30159;1	2	3	11		1	30000;31350;31314		
31908	ChiÕn Cuång ThÇn Du Trang	0;101;30160;1	2	4	11		1	30000;31350;31315		
31909	ChiÕn Cuång Tiªu Dao Trang	0;101;30161;1	1	1	12		1	30000;31350;31316		
31910	ChiÕn Cuång Tiªu Dao Trang	0;101;30162;1	1	2	12		1	30000;31350;31317		
31911	ChiÕn Cuång Tiªu Dao Trang	0;101;30163;1	2	3	12		1	30000;31350;31318		
31912	ChiÕn Cuång Tiªu Dao Trang	0;101;30164;1	2	4	12		1	30000;31350;31319		
31913	ChiÕn Cuång V« Vi Trang	0;101;30165;1	1	1	14		1	30000;31350;31320		
31914	ChiÕn Cuång V« Vi Trang	0;101;30166;1	1	2	14		1	30000;31350;31321		
31915	ChiÕn Cuång V« Vi Trang	0;101;30167;1	2	3	14		1	30000;31350;31322		
31916	ChiÕn Cuång V« Vi Trang	0;101;30168;1	2	4	14		1	30000;31350;31323		
31917	ChiÕn Cuång Cµn Kh«n Trang	0;101;30169;1	1	1	15		1	30000;31350;31324		
31918	ChiÕn Cuång Cµn Kh«n Trang	0;101;30170;1	1	2	15		1	30000;31350;31325		
31919	ChiÕn Cuång Cµn Kh«n Trang	0;101;30171;1	2	3	15		1	30000;31350;31326		
31920	ChiÕn Cuång Cµn Kh«n Trang	0;101;30172;1	2	4	15		1	30000;31350;31327		
31921	ChiÕn Cuång Thiªn Tinh  Trang	0;101;30173;1	1	1	17		1	30000;31350;31328		
31922	ChiÕn Cuång Thiªn Tinh  Trang	0;101;30174;1	1	2	17		1	30000;31350;31329		
31923	ChiÕn Cuång Thiªn Tinh  Trang	0;101;30175;1	2	3	17		1	30000;31350;31330		
31924	ChiÕn Cuång Thiªn Tinh  Trang	0;101;30176;1	2	4	17		1	30000;31350;31331		
31925	ChiÕn Cuång Xuyªn V©n Trang	0;101;30177;1	1	1	18		1	30000;31350;31332		
31926	ChiÕn Cuång Xuyªn V©n Trang	0;101;30178;1	1	2	18		1	30000;31350;31333		
31927	ChiÕn Cuång Xuyªn V©n Trang	0;101;30179;1	2	3	18		1	30000;31350;31334		
31928	ChiÕn Cuång Xuyªn V©n Trang	0;101;30180;1	2	4	18		1	30000;31350;31335		
31929	ChiÕn Cuång Minh T«n Trang	0;101;30181;1	1	1	20		1	30000;31350;31336		
31930	ChiÕn Cuång Minh T«n Trang	0;101;30182;1	1	2	20		1	30000;31350;31337		
31931	ChiÕn Cuång Minh T«n Trang	0;101;30183;1	2	3	20		1	30000;31350;31338		
31932	ChiÕn Cuång Minh T«n Trang	0;101;30184;1	2	4	20		1	30000;31350;31339		
31933	ChiÕn Cuång Cæ T©m Trang	0;101;30185;1	1	1	21		1	30000;31350;31340		
31934	ChiÕn Cuång Cæ T©m Trang	0;101;30186;1	1	2	21		1	30000;31350;31341		
31935	ChiÕn Cuång Cæ T©m Trang	0;101;30187;1	2	3	21		1	30000;31350;31342		
31936	ChiÕn Cuång Cæ T©m Trang	0;101;30188;1	2	4	21		1	30000;31350;31343		
31937	ChiÕn Cuång Phong L«i Trang	0;101;30189;1	1	1	23		1	30000;31350;31344		
31938	ChiÕn Cuång Phong L«i Trang	0;101;30190;1	1	2	23		1	30000;31350;31345		
31939	ChiÕn Cuång Th¸nh N÷  Khè	0;101;30203;1	2	3	29		1	30000;31350;31346		
31940	ChiÕn Cuång Th¸nh N÷  Khè	0;101;30204;1	2	4	29		1	30000;31350;31347		
